,ID,Gender,Car,Property,Children,Income,Income_Type,Education,Marriage_Status,Housing,Age,Employment_Length,Mobile_Phone,Work_Phone,Phone,Email,Occupation,Family_Size,IDList,6_Month,12_Month,24_Month,Lifetime
2938,5045582,0,0,1,0.15789473684210525,0.08430232558139535,Working,Secondary / secondary special,Separated,House / apartment,0.1598822397101285,0.9379459734964322,1,0,0,0,Cooking staff,0.15789473684210525,"[5045582, 5045583]",1.0,1.0,1.0,1.0
2939,5045584,0,1,1,0.0,0.08139534883720931,Working,Secondary / secondary special,Married,House / apartment,0.42331427277359446,0.9902522935779816,1,0,0,0,Null,0.05263157894736842,"[5045584, 5045585, 5045587, 5045588, 5045590, 5045591, 5045594, 5045595, 5045596, 5045597, 5045598, 5045599, 5045600, 5045601]",0.0,1.0,1.0,1.0
2940,5045602,0,1,0,0.0,0.055232558139534885,Working,Higher education,Married,Municipal apartment,0.4488478740870746,0.9011213047910296,1,0,0,0,Null,0.05263157894736842,"[5045602, 5045603, 5045604, 5045605]",0.0,0.0,0.0,0.0
2941,5045608,0,0,1,0.10526315789473684,0.040697674418604654,Working,Secondary / secondary special,Married,House / apartment,0.24191813395232964,0.9554663608562691,1,0,0,0,Null,0.15789473684210525,"[5045608, 5045609, 5045610, 5045611]",0.0,0.0,1.0,0.0
2942,5045614,1,1,1,0.05263157894736842,0.21511627906976746,Working,Higher education,Married,House / apartment,0.4567174319198324,0.9165392456676861,1,0,0,0,Drivers,0.10526315789473684,"[5045614, 5045615, 5045618]",0.0,0.0,0.0,0.0
2943,5045620,0,0,1,0.05263157894736842,0.1569767441860465,State servant,Secondary / secondary special,Married,House / apartment,0.3912698862027968,0.8410423037716616,1,0,0,0,Medicine staff,0.10526315789473684,"[5045620, 5045622, 5045623, 5045624, 5045625, 5045626, 5045627, 5045628, 5045629, 5045630, 5045631, 5045632, 5045633]",1.0,1.0,1.0,0.0
2944,5045634,0,0,1,0.05263157894736842,0.08430232558139535,Working,Incomplete higher,Married,House / apartment,0.17092226688558,0.9922273190621814,1,1,0,0,Core staff,0.10526315789473684,"[5045634, 5045635]",0.0,0.0,1.0,0.0
2945,5045636,1,1,1,0.05263157894736842,0.07267441860465117,Working,Secondary / secondary special,Married,House / apartment,0.38872218762384636,0.6470438328236493,1,1,0,0,Laborers,0.10526315789473684,"[5045636, 5045637, 5045638, 5045639, 5045640, 5045641, 5045642, 5045643, 5045644]",0.0,0.0,0.0,0.0
2946,5045645,0,0,1,0.0,0.02616279069767442,Pensioner,Secondary / secondary special,Married,House / apartment,0.793240106437185,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045645, 5045646]",0.0,0.0,0.0,0.0
2947,5045648,0,1,1,0.0,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.4169733340882069,0.8448649337410805,1,0,1,0,Null,0.05263157894736842,"[5045648, 5045649, 5045651, 5045652, 5045653, 5045654]",0.0,1.0,1.0,1.0
2948,5045656,1,0,1,0.0,0.0020348837209302334,Pensioner,Lower secondary,Married,House / apartment,0.9217573458642359,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045656, 5045657, 5045658]",0.0,0.0,0.0,0.0
2949,5045659,1,1,1,0.0,0.09883720930232559,State servant,Higher education,Single / not married,House / apartment,0.05763460340825444,0.9321483180428134,1,0,0,0,Core staff,0.0,"[5045659, 5045660, 5045661]",0.0,1.0,1.0,0.0
2950,5045662,0,0,1,0.0,0.09883720930232559,Working,Secondary / secondary special,Married,House / apartment,0.3986299043197644,0.703236493374108,1,1,1,0,Managers,0.05263157894736842,"[5045662, 5045665, 5045669, 5045670]",0.0,1.0,1.0,0.0
2951,5045672,0,0,1,0.05263157894736842,0.1569767441860465,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.2962124214459604,0.6664755351681957,1,0,0,0,Medicine staff,0.10526315789473684,"[5045672, 5045675, 5045676, 5045677, 5045678, 5045679]",0.0,1.0,1.0,0.0
2952,5045681,0,0,1,0.05263157894736842,0.1569767441860465,Working,Higher education,Married,House / apartment,0.3544131800939817,0.8177879714576962,1,1,1,0,Managers,0.10526315789473684,"[5045681, 5045682, 5045683, 5045684, 5045685]",0.0,0.0,1.0,0.0
2953,5045687,0,0,1,0.0,0.14244186046511628,Commercial associate,Higher education,Single / not married,House / apartment,0.35662118552907196,0.7575815494393476,1,1,1,0,Laborers,0.0,"[5045687, 5045688, 5045689, 5045690, 5045692, 5045693, 5045694, 5045695]",0.0,0.0,1.0,0.0
2954,5045696,0,0,1,0.05263157894736842,0.06976744186046512,Commercial associate,Secondary / secondary special,Married,House / apartment,0.19153031761308947,0.9341233435270132,1,0,0,0,Laborers,0.10526315789473684,"[5045696, 5045697, 5045698, 5045699]",0.0,1.0,1.0,1.0
2955,5045700,0,0,1,0.0,0.06395348837209303,Commercial associate,Higher education,Separated,House / apartment,0.49521598822397095,0.8099515800203874,1,0,0,0,Managers,0.0,"[5045700, 5045701, 5045704, 5045706]",0.0,1.0,1.0,1.0
2956,5045708,1,0,1,0.0,0.09883720930232559,Commercial associate,Higher education,Separated,House / apartment,0.15812715846685155,0.9942023445463812,1,0,0,0,Core staff,0.0,"[5045708, 5045709, 5045710, 5045711]",0.0,0.0,0.0,0.0
2957,5045712,0,1,1,0.05263157894736842,0.11337209302325582,Working,Secondary / secondary special,Married,House / apartment,0.5101058710298363,0.8487512742099899,1,0,0,0,Laborers,0.10526315789473684,"[5045712, 5045713, 5045714]",0.0,0.0,0.0,0.0
2958,5045717,1,1,1,0.05263157894736842,0.12790697674418605,Working,Higher education,Married,House / apartment,0.2897582517126195,0.8623853211009174,1,0,0,0,High skill tech staff,0.10526315789473684,"[5045717, 5045718]",0.0,0.0,0.0,0.0
2959,5045721,1,0,0,0.05263157894736842,0.12209302325581395,Commercial associate,Higher education,Separated,House / apartment,0.18609522731132866,0.9262869520897044,1,0,0,0,Laborers,0.05263157894736842,"[5045721, 5045722, 5045723, 5045724, 5045725]",0.0,1.0,1.0,1.0
2960,5045726,0,0,1,0.0,0.08284883720930233,Pensioner,Secondary / secondary special,Married,House / apartment,0.824038951480496,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045726, 5045728, 5045729, 5045730, 5045731, 5045732, 5045733]",0.0,0.0,0.0,0.0
2961,5045734,1,1,0,0.0,0.17151162790697674,Working,Higher education,Single / not married,House / apartment,0.16820472173469958,0.9863659531090724,1,0,0,0,Drivers,0.0,"[5045734, 5045735]",0.0,1.0,1.0,1.0
2962,5045738,1,0,0,0.0,0.09883720930232559,Commercial associate,Higher education,Single / not married,House / apartment,0.037819170016418435,0.9942023445463812,1,0,0,0,Null,0.0,[5045738],0.0,1.0,1.0,0.0
2963,5045739,1,0,0,0.0,0.12790697674418605,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.1109098114703051,0.9359709480122325,1,0,0,0,Drivers,0.0,"[5045739, 5045741]",0.0,0.0,1.0,0.0
2964,5045742,1,1,0,0.0,0.12790697674418605,Commercial associate,Higher education,Married,House / apartment,0.3273509596331313,0.9011213047910296,1,0,0,0,Null,0.05263157894736842,[5045742],0.0,0.0,0.0,0.0
2965,5045745,1,1,1,0.0,0.11337209302325582,Commercial associate,Secondary / secondary special,Married,House / apartment,0.4191813395232973,0.8351809378185525,1,0,0,0,Laborers,0.05263157894736842,"[5045745, 5045748, 5045754, 5045755]",0.0,0.0,0.0,0.0
2966,5045756,0,1,0,0.10526315789473684,0.24418604651162792,Commercial associate,Higher education,Separated,House / apartment,0.3741719979618411,0.883664627930683,1,0,0,0,Core staff,0.10526315789473684,[5045756],0.0,0.0,0.0,0.0
2967,5045758,0,1,0,0.0,0.1569767441860465,Working,Higher education,Married,House / apartment,0.7062220460850364,0.9224006116207951,1,0,1,0,Medicine staff,0.05263157894736842,"[5045758, 5045759, 5045760, 5045761, 5045762]",0.0,0.0,0.0,0.0
2968,5045763,0,0,0,0.0,0.2732558139534884,Commercial associate,Higher education,Married,House / apartment,0.3527713298986581,0.8778669724770642,1,0,1,0,Sales staff,0.05263157894736842,"[5045763, 5045765, 5045766]",0.0,0.0,0.0,1.0
2969,5045767,1,1,0,0.0,0.09883720930232559,Working,Secondary / secondary special,Single / not married,House / apartment,0.10128517239427048,0.9301732925586137,1,0,0,0,Null,0.0,"[5045767, 5045768, 5045769, 5045770, 5045771]",0.0,0.0,1.0,0.0
2970,5045772,1,0,1,0.05263157894736842,0.09883720930232559,Working,Higher education,Married,House / apartment,0.11051350280246841,0.9224006116207951,1,0,0,0,Managers,0.10526315789473684,"[5045772, 5045773, 5045774, 5045775, 5045776, 5045777, 5045778]",0.0,1.0,1.0,0.0
2971,5045779,0,0,1,0.0,0.02906976744186047,Pensioner,Secondary / secondary special,Widow,House / apartment,0.9174545660420086,24.270897043832825,1,0,0,0,Null,0.0,"[5045779, 5045780, 5045781]",0.0,0.0,1.0,0.0
2972,5045783,0,1,0,0.0,0.17151162790697674,State servant,Higher education,Civil marriage,House / apartment,0.16005208628205847,0.89717125382263,1,0,0,0,High skill tech staff,0.05263157894736842,"[5045783, 5045784]",0.0,0.0,0.0,0.0
2973,5045785,1,1,0,0.0,0.12790697674418605,Commercial associate,Higher education,Civil marriage,House / apartment,0.3317103549793353,0.9902522935779816,1,0,0,1,Managers,0.05263157894736842,"[5045785, 5045786]",0.0,0.0,0.0,0.0
2974,5045793,0,0,0,0.0,0.25000000000000006,Working,Higher education,Separated,House / apartment,0.7528166223178394,0.908893985728848,1,0,0,0,Null,0.0,"[5045793, 5045794, 5045795]",0.0,0.0,0.0,0.0
2975,5045796,0,1,0,0.0,0.11337209302325582,Working,Higher education,Married,House / apartment,0.0992470135311102,0.9922273190621814,1,0,0,0,Accountants,0.05263157894736842,"[5045796, 5045797, 5045798, 5045799]",0.0,1.0,1.0,0.0
2976,5045800,1,1,1,0.05263157894736842,0.25872093023255816,Working,Secondary / secondary special,Married,House / apartment,0.24927815206929738,0.8390672782874617,1,0,1,0,Drivers,0.10526315789473684,"[5045800, 5045802]",1.0,1.0,1.0,0.0
2977,5045803,0,0,1,0.0,0.016569767441860467,Pensioner,Secondary / secondary special,Married,House / apartment,0.5828002038158862,24.270897043832825,1,0,0,0,Null,0.05263157894736842,[5045803],0.0,0.0,0.0,0.0
2978,5045806,0,1,0,0.0,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.7880314782313309,0.8410423037716616,1,1,0,0,Null,0.05263157894736842,"[5045806, 5045807]",0.0,0.0,0.0,0.0
2979,5045809,1,1,0,0.0,0.06976744186046512,Working,Higher education,Married,House / apartment,0.4546226575326954,0.8720056065239552,1,1,0,0,Null,0.05263157894736842,"[5045809, 5045810, 5045811]",0.0,0.0,1.0,0.0
2980,5045812,0,0,1,0.0,0.1569767441860465,Pensioner,Higher education,Married,House / apartment,0.8407971465775916,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045812, 5045813, 5045814, 5045818, 5045820, 5045823, 5045824, 5045825, 5045826, 5045827, 5045828]",0.0,0.0,0.0,0.0
2981,5045829,0,0,1,0.0,0.02616279069767442,Working,Secondary / secondary special,Married,House / apartment,0.3498273226518711,0.9496049949031601,1,0,0,0,Laborers,0.05263157894736842,"[5045829, 5045830, 5045831]",0.0,0.0,0.0,0.0
2982,5045832,0,0,0,0.05263157894736842,0.1569767441860465,Working,Secondary / secondary special,Separated,House / apartment,0.5111249504614165,0.9379459734964322,1,0,0,0,Core staff,0.05263157894736842,"[5045832, 5045833, 5045834, 5045835, 5045838, 5045839]",0.0,0.0,0.0,0.0
2983,5045840,0,0,1,0.05263157894736842,0.09883720930232559,Working,Secondary / secondary special,Civil marriage,House / apartment,0.3919492724905168,0.7071228338430173,1,0,0,0,Null,0.10526315789473684,[5045840],0.0,0.0,0.0,0.0
2984,5045844,0,1,0,0.0,0.10755813953488372,Working,Secondary / secondary special,Married,House / apartment,0.7556473985166732,0.4298547400611621,1,0,0,0,Null,0.05263157894736842,[5045844],0.0,0.0,0.0,0.0
2985,5045845,0,1,1,0.10526315789473684,0.18604651162790697,Commercial associate,Higher education,Married,With parents,0.29055086904829297,0.9165392456676861,1,0,0,0,Managers,0.15789473684210525,"[5045845, 5045846, 5045847, 5045848, 5045849, 5045850, 5045851, 5045852, 5045853, 5045854, 5045855, 5045856, 5045857, 5045858]",1.0,1.0,1.0,1.0
2986,5045859,1,0,0,0.0,0.061046511627906974,Working,Higher education,Married,House / apartment,0.12744154447149403,0.8080402650356778,1,0,0,0,Null,0.05263157894736842,"[5045859, 5045860, 5045861, 5045862, 5045863, 5045864, 5045865]",0.0,0.0,1.0,0.0
2987,5045866,0,1,1,0.05263157894736842,0.18604651162790697,Commercial associate,Higher education,Married,House / apartment,0.5220517465889146,0.8040902140672783,1,0,0,0,Managers,0.10526315789473684,"[5045866, 5045867, 5045868, 5045869]",0.0,0.0,1.0,1.0
2988,5045876,1,1,0,0.05263157894736842,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.12659231161184392,0.9922273190621814,1,0,0,0,Drivers,0.10526315789473684,"[5045876, 5045877, 5045878, 5045879]",0.0,0.0,0.0,0.0
2989,5045881,1,0,1,0.0,0.02616279069767442,Pensioner,Secondary / secondary special,Married,House / apartment,0.7564966313763233,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045881, 5045882, 5045883, 5045884, 5045885]",1.0,1.0,1.0,1.0
2990,5045888,0,0,1,0.0,0.12790697674418605,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.8943554322595255,24.270897043832825,1,0,0,0,Null,0.0,"[5045888, 5045894, 5045896, 5045897, 5045898, 5045901, 5045895, 5045902]",1.0,1.0,1.0,1.0
2991,5045903,0,0,0,0.0,0.040697674418604654,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.05955953122346136,0.9650866462793068,1,0,0,0,High skill tech staff,0.0,[5045903],0.0,1.0,1.0,1.0
2992,5045904,0,0,1,0.10526315789473684,0.17151162790697674,Working,Higher education,Married,House / apartment,0.25986525505293545,0.9011213047910296,1,0,0,0,Managers,0.15789473684210525,[5045904],0.0,0.0,0.0,0.0
2993,5045905,1,1,1,0.0,0.18604651162790697,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.5379040933023834,0.8720056065239552,1,0,0,0,Drivers,0.05263157894736842,"[5045905, 5045906, 5045907, 5045908, 5045910, 5045911, 5045912, 5045914, 5045915, 5045916, 5045917]",1.0,1.0,1.0,0.0
2994,5045918,0,0,1,0.0,0.008720930232558141,Pensioner,Lower secondary,Married,House / apartment,0.9309856762724338,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5045918, 5045919, 5045920, 5045921, 5045922, 5045923, 5045924, 5045925, 5045926, 5045927]",1.0,1.0,1.0,1.0
2995,5045928,1,0,0,0.0,0.14244186046511628,State servant,Secondary / secondary special,Single / not married,House / apartment,0.4273339749759384,0.8604102956167177,1,0,0,0,Laborers,0.0,"[5045928, 5045930, 5045931, 5045932, 5045934, 5045935]",1.0,1.0,1.0,1.0
2996,5045938,0,1,0,0.05263157894736842,0.23255813953488372,Working,Higher education,Married,House / apartment,0.32151956066353393,0.8370922528032619,1,0,0,0,Managers,0.10526315789473684,"[5045938, 5045940, 5045941, 5045943, 5045944, 5045945, 5045946, 5045947, 5045948, 5045949, 5045950, 5045951, 5045952]",1.0,1.0,1.0,0.0
2997,5045953,0,1,1,0.0,0.08430232558139535,Working,Secondary / secondary special,Single / not married,House / apartment,0.6549283813621694,0.7517838939857289,1,0,0,0,Null,0.0,"[5045953, 5045954]",1.0,1.0,1.0,1.0
2998,5045957,1,0,1,0.05263157894736842,0.1569767441860465,Commercial associate,Secondary / secondary special,Married,House / apartment,0.461812829077733,0.7071228338430173,1,0,0,0,Laborers,0.10526315789473684,"[5045957, 5045962, 5045963, 5045964]",0.0,0.0,1.0,0.0
2999,5045966,1,1,0,0.05263157894736842,0.040697674418604654,Working,Secondary / secondary special,Married,With parents,0.09047160731472559,0.9341233435270132,1,0,0,0,Laborers,0.10526315789473684,"[5045966, 5045967, 5045968, 5045969, 5045970, 5045971, 5045972, 5045973]",0.0,0.0,0.0,0.0
3000,5045974,1,1,1,0.05263157894736842,0.21511627906976746,Working,Higher education,Married,House / apartment,0.24220121157221308,0.7536952089704383,1,1,0,0,Managers,0.10526315789473684,"[5045974, 5045975]",0.0,0.0,0.0,0.0
3001,5045976,0,0,1,0.0,0.12790697674418605,Working,Secondary / secondary special,Married,House / apartment,0.773084979901489,0.8932849133537207,1,0,0,0,Sales staff,0.05263157894736842,"[5045976, 5045977, 5045978, 5045979, 5045980, 5045981, 5045982, 5045983]",0.0,0.0,1.0,0.0
3002,5045985,0,0,0,0.0,0.058139534883720936,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.5530204382041555,0.9515800203873599,1,0,0,0,Laborers,0.0,"[5045985, 5045986, 5045987]",0.0,1.0,1.0,1.0
3003,5045989,0,0,1,0.0,0.08430232558139535,Commercial associate,Secondary / secondary special,Married,House / apartment,0.43973277472683003,0.7149592252803262,1,0,0,0,Laborers,0.05263157894736842,"[5045989, 5045991, 5045992, 5045993]",0.0,1.0,1.0,0.0
3004,5045994,1,1,0,0.0,0.09883720930232559,Commercial associate,Higher education,Single / not married,House / apartment,0.12398799750891687,0.8410423037716616,1,1,1,0,Sales staff,0.0,"[5045994, 5045995, 5045996, 5045997]",0.0,0.0,0.0,0.0
3005,5045999,0,0,1,0.05263157894736842,0.12790697674418605,Working,Secondary / secondary special,Single / not married,House / apartment,0.42744720602389175,0.7886722731906218,1,0,1,0,Private service staff,0.05263157894736842,"[5045999, 5046003, 5046004]",0.0,0.0,0.0,0.0
3006,5046006,0,0,1,0.0,0.049418604651162795,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.1965690992470135,0.9709480122324159,1,0,0,0,Cooking staff,0.05263157894736842,"[5046006, 5046007, 5046008, 5046010, 5046011, 5046012, 5046016, 5046017]",1.0,1.0,1.0,1.0
3007,5046018,1,1,1,0.05263157894736842,0.14244186046511628,State servant,Secondary / secondary special,Married,House / apartment,0.2549397044669648,0.7730632008154944,1,0,0,0,Managers,0.10526315789473684,"[5046018, 5046019, 5046021, 5046022, 5046023, 5046025, 5046026, 5046027, 5046028]",0.0,0.0,0.0,0.0
3008,5046029,0,1,1,0.05263157894736842,0.040697674418604654,Working,Secondary / secondary special,Civil marriage,House / apartment,0.5423767196965408,0.9883409785932722,1,1,0,0,Sales staff,0.10526315789473684,"[5046029, 5046030]",1.0,1.0,1.0,1.0
3009,5046031,0,1,1,0.10526315789473684,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.21281775462831898,0.9204255861365953,1,1,0,0,Sales staff,0.15789473684210525,[5046031],1.0,1.0,1.0,1.0
3010,5046032,0,1,1,0.0,0.046511627906976744,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.7947687255845552,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5046032, 5046033, 5046034, 5046035, 5046036]",0.0,0.0,0.0,0.0
3011,5046037,0,0,1,0.0,0.09883720930232559,Working,Secondary / secondary special,Married,House / apartment,0.6162599784861009,0.9806957186544343,1,0,0,0,Sales staff,0.05263157894736842,"[5046037, 5046038, 5046039]",0.0,0.0,0.0,0.0
3012,5046040,0,0,1,0.0,0.07267441860465117,State servant,Higher education,Married,House / apartment,0.5838192832474665,0.4608817533129459,1,0,0,0,Managers,0.05263157894736842,"[5046040, 5046041, 5046042, 5046043, 5046046, 5046047, 5046048, 5046049, 5046050, 5046051]",1.0,1.0,1.0,1.0
3013,5046052,0,0,0,0.0,0.12790697674418605,Commercial associate,Higher education,Married,House / apartment,0.8694446017097888,0.4124617737003058,1,0,0,0,Null,0.05263157894736842,"[5046052, 5046053, 5046054, 5046056]",0.0,0.0,0.0,0.0
3014,5046058,0,0,1,0.0,0.11337209302325582,Commercial associate,Higher education,Married,House / apartment,0.3104229179641057,0.8604102956167177,1,1,1,0,Managers,0.05263157894736842,"[5046058, 5046059, 5046060, 5046061]",0.0,0.0,0.0,0.0
3015,5046062,0,0,1,0.0,0.06976744186046512,Pensioner,Secondary / secondary special,Married,House / apartment,0.863669818264168,24.270897043832825,1,0,1,0,Null,0.05263157894736842,"[5046062, 5046063, 5046064, 5046065, 5046066, 5046067, 5046068, 5046069]",0.0,0.0,0.0,0.0
3016,5046070,0,0,1,0.0,0.1569767441860465,State servant,Higher education,Separated,House / apartment,0.6798958274358828,0.9146279306829765,1,0,0,0,Core staff,0.0,"[5046070, 5046072, 5046073]",0.0,1.0,1.0,0.0
3017,5046075,0,1,1,0.10526315789473684,0.055232558139534885,State servant,Lower secondary,Married,House / apartment,0.3818717092226688,0.637296126401631,1,1,0,0,Medicine staff,0.15789473684210525,"[5046075, 5046077, 5046079, 5046080, 5046081]",0.0,0.0,0.0,0.0
3018,5046082,0,1,1,0.0,0.046511627906976744,Working,Secondary / secondary special,Married,House / apartment,0.766630810168148,0.8546126401630989,1,0,0,0,Null,0.05263157894736842,"[5046082, 5046083, 5046084, 5046085, 5046086]",1.0,1.0,1.0,1.0
3019,5046087,0,0,1,0.0,0.08430232558139535,Pensioner,Secondary / secondary special,Widow,House / apartment,0.9119062446922945,24.270897043832825,1,0,0,0,Null,0.0,"[5046087, 5046088, 5046089, 5046090, 5046091, 5046092, 5046093, 5046094, 5046095, 5046096, 5046097]",1.0,1.0,1.0,0.0
3020,5046098,0,1,0,0.0,0.11337209302325582,Working,Secondary / secondary special,Civil marriage,House / apartment,0.6330747891071731,0.9262869520897044,1,0,0,0,Medicine staff,0.05263157894736842,"[5046098, 5046099]",0.0,0.0,1.0,0.0
3021,5046101,0,0,1,0.0,0.046511627906976744,Pensioner,Secondary / secondary special,Separated,House / apartment,0.7935231840570685,24.270897043832825,1,0,1,0,Null,0.0,"[5046101, 5046102, 5046104]",0.0,0.0,1.0,0.0
3022,5046105,0,0,1,0.10526315789473684,0.11337209302325582,Working,Secondary / secondary special,Civil marriage,House / apartment,0.3484119345524542,0.7536952089704383,1,0,0,0,Cleaning staff,0.15789473684210525,"[5046105, 5046106, 5046107, 5046108, 5046109]",0.0,0.0,0.0,0.0
3023,5046110,1,0,0,0.0,0.06395348837209303,Working,Higher education,Single / not married,House / apartment,0.29026779142840964,0.8797782874617737,1,1,1,0,Core staff,0.0,"[5046110, 5046111, 5046112, 5046113, 5046114, 5046115]",1.0,1.0,1.0,1.0
3024,5046116,0,0,1,0.0,0.06976744186046512,Working,Secondary / secondary special,Married,House / apartment,0.7253580931891523,0.8040902140672783,1,1,1,0,Managers,0.05263157894736842,"[5046116, 5046117, 5046118, 5046120, 5046122, 5046124, 5046125, 5046126, 5046127, 5046128]",0.0,1.0,1.0,1.0
3025,5046129,0,0,1,0.0,0.03197674418604651,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.1453320500481231,24.270897043832825,1,0,0,0,Null,0.05263157894736842,[5046129],0.0,0.0,0.0,0.0
3026,5046130,1,0,1,0.05263157894736842,0.058139534883720936,Working,Secondary / secondary special,Civil marriage,House / apartment,0.4442054011209873,0.9011213047910296,1,0,0,0,Laborers,0.10526315789473684,"[5046130, 5046131, 5046132, 5046133]",1.0,1.0,1.0,0.0
3027,5046134,1,0,1,0.0,0.034883720930232565,Pensioner,Secondary / secondary special,Widow,House / apartment,0.939647851440865,24.270897043832825,1,0,1,0,Null,0.0,[5046134],0.0,0.0,0.0,0.0
3028,5046135,1,0,0,0.0,0.12790697674418605,Commercial associate,Secondary / secondary special,Separated,Rented apartment,0.5812149691445394,0.7247069317023445,1,0,0,0,Drivers,0.0,"[5046135, 5046137, 5046138]",0.0,0.0,0.0,0.0
3029,5046140,0,0,1,0.0,0.06395348837209303,Working,Secondary / secondary special,Civil marriage,House / apartment,0.4886485874426767,0.9379459734964322,1,0,1,0,Sales staff,0.05263157894736842,"[5046140, 5046141]",0.0,0.0,1.0,0.0
3030,5046142,1,1,0,0.0,0.09883720930232559,Working,Higher education,Married,With parents,0.20121157221310082,0.8681192660550459,1,0,0,0,Drivers,0.05263157894736842,"[5046142, 5046143, 5046144, 5046145, 5046147]",1.0,1.0,1.0,1.0
3031,5046148,0,1,1,0.0,0.040697674418604654,State servant,Secondary / secondary special,Married,House / apartment,0.6677801053048746,0.8351809378185525,1,1,1,0,Core staff,0.05263157894736842,"[5046148, 5046150, 5046151, 5046152, 5046153, 5046155]",0.0,0.0,0.0,0.0
3032,5046156,0,1,1,0.0,0.01162790697674419,Pensioner,Higher education,Married,House / apartment,0.8453263884957254,24.270897043832825,1,0,1,0,Null,0.05263157894736842,"[5046156, 5046157, 5046158, 5046159, 5046160, 5046161, 5046162]",1.0,1.0,1.0,1.0
3033,5046165,1,1,1,0.0,0.12790697674418605,Commercial associate,Higher education,Married,House / apartment,0.40032837003906463,0.8467762487257899,1,0,0,0,Laborers,0.05263157894736842,[5046165],0.0,0.0,0.0,0.0
3034,5046169,1,0,1,0.0,0.09883720930232559,Working,Secondary / secondary special,Married,House / apartment,0.7078072807563833,0.8932849133537207,1,1,1,0,Security staff,0.05263157894736842,[5046169],0.0,0.0,0.0,0.0
3035,5046170,1,1,0,0.0,0.09883720930232559,Working,Secondary / secondary special,Single / not married,House / apartment,0.7163562248768611,0.9942023445463812,1,0,0,0,High skill tech staff,0.0,"[5046170, 5046171, 5046172]",0.0,0.0,1.0,0.0
3036,5046175,0,0,1,0.0,0.02616279069767442,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.9434410915473022,24.270897043832825,1,0,0,0,Null,0.0,"[5046175, 5046176]",0.0,0.0,1.0,0.0
3037,5046177,0,0,0,0.05263157894736842,0.11337209302325582,Commercial associate,Secondary / secondary special,Married,House / apartment,0.22408424389967718,0.8080402650356778,1,0,0,0,Laborers,0.10526315789473684,"[5046177, 5046178, 5046179, 5046180, 5046181]",0.0,0.0,0.0,0.0
3038,5046182,0,0,1,0.0,0.02616279069767442,Working,Secondary / secondary special,Married,House / apartment,0.6067485704580196,0.7401248725790011,1,0,0,0,Null,0.05263157894736842,[5046182],0.0,1.0,1.0,1.0
3039,5046183,0,0,1,0.10526315789473684,0.05697674418604651,Commercial associate,Secondary / secondary special,Married,House / apartment,0.4182188756156938,0.9554663608562691,1,0,0,0,Laborers,0.15789473684210525,"[5046183, 5046184]",0.0,0.0,0.0,0.0
3040,5046185,0,1,1,0.0,0.049418604651162795,Pensioner,Secondary / secondary special,Married,House / apartment,0.7326048802581668,24.270897043832825,1,0,0,0,Null,0.05263157894736842,"[5046185, 5046186, 5046189]",0.0,0.0,0.0,0.0
3041,5046190,1,1,1,0.10526315789473684,0.1569767441860465,Commercial associate,Higher education,Married,House / apartment,0.554322595255619,0.9650866462793068,1,1,0,0,Managers,0.15789473684210525,"[5046190, 5046191, 5046192]",0.0,0.0,0.0,0.0
3042,5046205,1,1,1,0.10526315789473684,0.040697674418604654,Pensioner,Lower secondary,Married,House / apartment,0.8189435543225951,24.270897043832825,1,0,0,0,Null,0.15789473684210525,"[5046205, 5046206]",0.0,1.0,1.0,0.0
3043,5046208,1,0,1,0.05263157894736842,0.08430232558139535,Working,Secondary / secondary special,Married,House / apartment,0.25980863952895883,0.8273445463812437,1,0,0,0,Security staff,0.10526315789473684,[5046208],0.0,0.0,0.0,0.0
3044,5046212,0,0,1,0.0,0.034883720930232565,Pensioner,Secondary / secondary special,Married,House / apartment,0.7536658551774895,24.270897043832825,1,0,0,0,Null,0.05263157894736842,[5046212],0.0,1.0,1.0,0.0
